SKU,SubCategory,AP East,AP Southeast,EU North,EU West,US East,US East 2,US West,US West 2
A6,A Series,429.23999999999995,394.20000000000005,362.08,394.20000000000005,365,321.2,365,321.2
A7,A Series Windows,1051.2,934.4,876,992.8000000000001,963.6,876,963.6,876
A7,A Series,858.4799999999999,788.4000000000001,724.16,788.4000000000001,730,642.4,730,642.4
A8,A Series Windows,,,985.5000000000001,1133.69,1070.18,,1070.18,
A8,A Series,,,711.75,818.33,711.75,,711.75,
A8 v2,Av2 Series Windows,510.99999999999994,456.25,419.74999999999994,419.74999999999994,438,438,438,365
A8 v2,Av2 Series,340.91,304.40999999999997,279.59000000000003,279.59000000000003,292,292,292,243.09
A8m v2,Av2 Series,573.78,429.96999999999997,446.03,398.58000000000004,346.75,382.52000000000004,433.62,319.01
A8m v2,Av2 Series Windows,869.4300000000001,651.89,675.98,603.7099999999999,525.6,579.62,657,483.26000000000005
A9,A Series,,,1423.5,1637.3899999999999,1423.5,,1423.5,
A9,A Series Windows,,,1971.0000000000002,2266.65,2141.0899999999997,,2141.0899999999997,
B12ms,BS Series Windows,546.77,497.86,433.62,455.52,399.31,399.31,469.39,399.31
B12ms,BS Series,511.72999999999996,462.82,398.58000000000004,420.47999999999996,364.27,364.27,434.34999999999997,364.27
B16ms,BS Series Windows,728.54,663.57,578.1600000000001,607.36,532.9,532.9,626.34,532.9
B16ms,BS Series,681.82,616.85,531.4399999999999,560.64,486.18,486.18,579.62,486.18
B1ls,BS Series,5.329,4.818,4.1610000000000005,4.38,3.796,3.796,4.526,3.796
B1ls,BS Series Windows,8.248999999999999,8.176,7.519,7.738,7.154,7.154,7.884,7.154
B1ms,BS Series,21.316,19.272,16.571,17.52,15.110999999999999,15.184,18.104,15.110999999999999
B1ms,BS Series Windows,24.236,22.192,19.126,20.221,17.958000000000002,17.958000000000002,21.024,17.958000000000002
B1s,BS Series Windows,13.578,12.556,11.168999999999999,11.68,10.22,10.22,11.972000000000001,10.22
B1s,BS Series,10.658,9.636,8.248999999999999,8.76,7.592,7.592,9.052,7.592
B20ms,BS Series,852.64,770.88,663.57,700.8,607.36,607.36,724.16,607.36
B20ms,BS Series Windows,911.04,829.28,721.97,759.2,665.76,665.76,782.5600000000001,665.76
B2ms,BS Series Windows,91.25,83.22,72.416,75.92,66.57600000000001,66.57600000000001,78.11,66.57600000000001
B2ms,BS Series,85.41000000000001,77.38,66.42999999999999,70.08,60.736,60.736,72.416,60.736
B2s,BS Series,42.632,38.544,32.85,35.04,30.368,30.368,36.208,30.368
B2s,BS Series Windows,48.472,44.384,39.128,40.88,36.208,36.208,42.048,36.208
B4ms,BS Series Windows,182.5,165.71,144.54000000000002,151.84,132.85999999999999,132.85999999999999,156.22,132.85999999999999
B4ms,BS Series,170.82000000000002,154.03,132.85999999999999,140.16,121.18,121.18,144.54000000000002,121.18
B8ms,BS Series,340.91,308.06,265.71999999999997,280.32,243.09,243.09,289.81,243.09
B8ms,BS Series Windows,364.27,331.42,289.81,303.68,266.45,266.45,313.17,266.45
D1,D/DS Series Windows,135.05,117.53,94.17,108.03999999999999,102.2,94.9,102.2,
D1,D/DS Series,82.49000000000001,71.54,53.29,61.32,56.21,48.910000000000004,56.21,
D1 v2,Dv2/DSv2 Series,78.11,57.597,48.034,49.567,53.29,41.61,51.1,41.61
D1 v2,Dv2/DSv2 Series Windows,121.91000000000001,105.85,84.68,97.09,91.98,85.41000000000001,91.98,85.41000000000001
D11,D/DS Series Windows,256.96,223.38,177.39,203.67000000000002,192.72,177.39,192.72,
D11,D/DS Series,176.66,153.29999999999998,140.89000000000001,161.33,140.89000000000001,126.28999999999999,140.89000000000001,
D11 v2,Dv2/DSv2 Series Windows,256.96,215.35,177.39,203.67000000000002,192.72,177.39,192.72,177.39
D11 v2,Dv2/DSv2 Series,167.17000000000002,139.43,135.05,138.7,135.05,108.77,135.05,108.77
D12,D/DS Series Windows,513.1899999999999,446.76,354.78,408.07000000000005,385.44,354.78,385.44,
D12,D/DS Series,352.59,306.59999999999997,281.78000000000003,322.66,281.78000000000003,253.30999999999997,281.78000000000003,
D12 v2,Dv2/DSv2 Series Windows,513.92,431.42999999999995,354.78,406.61,385.44,354.78,385.44,354.78
D12 v2,Dv2/DSv2 Series,335.07,278.86,270.83,276.67,270.83,218.26999999999998,270.1,218.26999999999998
D13,D/DS Series Windows,1027.1100000000001,893.52,709.56,816.1400000000001,770.88,709.56,770.88,
D13,D/DS Series,705.18,613.1999999999999,562.83,646.05,562.83,506.61999999999995,562.83,
D13 v2,Dv2/DSv2 Series Windows,1027.1100000000001,862.8599999999999,709.56,813.22,770.88,709.56,770.88,709.56
D13 v2,Dv2/DSv2 Series,670.14,558.45,540.93,554.07,540.93,436.53999999999996,540.93,436.53999999999996
D14,D/DS Series Windows,2054.2200000000003,1786.31,1419.12,1632.2800000000002,1541.0300000000002,1419.12,1541.0300000000002,
D14,D/DS Series,1410.36,1226.3999999999999,1125.66,1291.37,1125.66,1012.51,1125.66,
D14 v2,Dv2/DSv2 Series,1339.55,1116.9,1081.86,1108.14,1081.86,873.0799999999999,1081.86,873.0799999999999
D14 v2,Dv2/DSv2 Series Windows,2054.2200000000003,1724.99,1419.12,1626.44,1541.0300000000002,1419.12,1541.0300000000002,1419.12
D15 v2,Dv2/DSv2 Series,1674.6200000000001,1395.76,1352.69,1384.81,1352.69,1091.3500000000001,1351.96,1091.3500000000001
D15 v2,Dv2/DSv2 Series Windows,2568.14,2156.42,1773.9,2033.0500000000002,1926.4699999999998,1773.9,1926.4699999999998,1773.9
D15i v2,Dv2/DSv2 Series Windows,2568.14,2156.42,1773.9,2033.0500000000002,1926.4699999999998,1773.9,1926.4699999999998,1773.9
D15i v2,Dv2/DSv2 Series,1674.6200000000001,1395.76,1352.69,1384.81,1352.69,1091.3500000000001,1351.96,1091.3500000000001
D16 v3,Dv3/DSv3 Series,770.88,730,624.88,700.8,560.64,560.64,683.2800000000001,560.64
D16 v3,Dv3/DSv3 Series Windows,1308.16,1267.28,1162.16,1238.08,1097.92,1097.92,1220.56,1097.92
D16a v4,Dav4/Dasv4 Series Windows,,1238.08,1162.16,1208.8799999999999,1097.92,1097.92,,1097.92
D16a v4,Dav4/Dasv4 Series,,700.8,624.88,671.6,560.64,560.64,,560.64
D16as v4,Dav4/Dasv4 Series Windows,,1238.08,1162.16,1208.8799999999999,1097.92,1097.92,,1097.92
D16as v4,Dav4/Dasv4 Series,,700.8,624.88,671.6,560.64,560.64,,560.64
D16s v3,Dv3/DSv3 Series,770.88,730,624.88,700.8,560.64,560.64,683.2800000000001,560.64
D16s v3,Dv3/DSv3 Series Windows,1308.16,1267.28,1162.16,1238.08,1097.92,1097.92,1220.56,1097.92
D2,D/DS Series,164.25,143.08,106.58,122.64,112.42,97.82000000000001,112.42,
D2,D/DS Series Windows,270.1,235.06,188.34,216.81,204.4,189.8,204.4,
D2 v2,Dv2/DSv2 Series Windows,243.09,211.7,169.36,194.18,183.96,170.82000000000002,183.96,170.82000000000002
D2 v2,Dv2/DSv2 Series,156.22,115.34,96.36,99.28,106.58,83.22,102.2,83.22
D2 v3,Dv3/DSv3 Series Windows,163.52,158.41,145.27,154.76,137.24,137.24,152.57,137.24
D2 v3,Dv3/DSv3 Series,96.36,91.25,78.11,87.6,70.08,70.08,85.41000000000001,70.08
D2a v4,Dav4/Dasv4 Series,,87.6,78.11,83.95,70.08,70.08,,70.08
D2a v4,Dav4/Dasv4 Series Windows,,154.76,145.27,151.10999999999999,137.24,137.24,,137.24
D2as v4,Dav4/Dasv4 Series,,87.6,78.11,83.95,70.08,70.08,,70.08
D2as v4,Dav4/Dasv4 Series Windows,,154.76,145.27,151.10999999999999,137.24,137.24,,137.24
D2s v3,Dv3/DSv3 Series Windows,163.52,158.41,145.27,154.76,137.24,137.24,152.57,137.24
D2s v3,Dv3/DSv3 Series,96.36,91.25,78.11,87.6,70.08,70.08,85.41000000000001,70.08
D3,D/DS Series Windows,540.93,470.12,376.68,432.89,408.8,379.6,408.8,
D3,D/DS Series,329.23,286.16,213.16,245.28,224.84,195.64000000000001,224.84,
D3 v2,Dv2/DSv2 Series Windows,486.91,423.4,339.45000000000005,389.09000000000003,367.92,341.64000000000004,367.92,341.64000000000004
D3 v2,Dv2/DSv2 Series,312.44,230.68,191.99,198.56,213.89,167.17000000000002,203.67000000000002,167.17000000000002
D32 v3,Dv3/DSv3 Series Windows,2616.32,2534.56,2324.32,2476.16,2195.84,2195.84,2441.12,2195.84
D32 v3,Dv3/DSv3 Series,1541.76,1460,1249.76,1401.6,1121.28,1121.28,1366.5600000000002,1121.28
D32a v4,Dav4/Dasv4 Series,,1401.6,1249.76,1343.2,1121.28,1121.28,,1121.28
D32a v4,Dav4/Dasv4 Series Windows,,2476.16,2324.32,2417.7599999999998,2195.84,2195.84,,2195.84
D32as v4,Dav4/Dasv4 Series,,1401.6,1249.76,1343.2,1121.28,1121.28,,1121.28
D32as v4,Dav4/Dasv4 Series Windows,,2476.16,2324.32,2417.7599999999998,2195.84,2195.84,,2195.84
D32s v3,Dv3/DSv3 Series Windows,2616.32,2534.56,2324.32,2476.16,2195.84,2195.84,2441.12,2195.84
D32s v3,Dv3/DSv3 Series,1541.76,1460,1249.76,1401.6,1121.28,1121.28,1366.5600000000002,1121.28
D4,D/DS Series,658.46,572.32,426.32,490.56,449.68,391.28000000000003,449.68,
D4,D/DS Series Windows,1081.13,940.24,753.36,866.51,817.6,759.2,817.6,
D4 v2,Dv2/DSv2 Series Windows,973.0899999999999,846.07,678.1700000000001,778.1800000000001,735.84,683.2800000000001,735.84,683.2800000000001
D4 v2,Dv2/DSv2 Series,625.61,460.63,384.71000000000004,397.12,427.04999999999995,334.34000000000003,408.07000000000005,334.34000000000003
D4 v3,Dv3/DSv3 Series,192.72,182.5,156.22,175.2,140.16,140.16,170.82000000000002,140.16
D4 v3,Dv3/DSv3 Series Windows,327.04,316.82,290.54,309.52,274.48,274.48,305.14,274.48
D48 v3,Dv3/DSv3 Series,2312.6400000000003,2190,1874.64,2102.4,1681.9199999999998,1681.9199999999998,2049.8399999999997,1681.9199999999998
D48 v3,Dv3/DSv3 Series Windows,3924.48,3801.84,3486.48,3714.2400000000002,3293.7599999999998,3293.7599999999998,3661.68,3293.7599999999998
D48a v4,Dav4/Dasv4 Series,,2102.4,1874.64,2014.8,1681.9199999999998,1681.9199999999998,,1681.9199999999998
D48a v4,Dav4/Dasv4 Series Windows,,3714.2400000000002,3486.48,3626.64,3293.7599999999998,3293.7599999999998,,3293.7599999999998
D48as v4,Dav4/Dasv4 Series,,2102.4,1874.64,2014.8,1681.9199999999998,1681.9199999999998,,1681.9199999999998
D48as v4,Dav4/Dasv4 Series Windows,,3714.2400000000002,3486.48,3626.64,3293.7599999999998,3293.7599999999998,,3293.7599999999998
D48s v3,Dv3/DSv3 Series,2312.6400000000003,2190,1874.64,2102.4,1681.9199999999998,1681.9199999999998,2049.8399999999997,1681.9199999999998
D48s v3,Dv3/DSv3 Series Windows,3924.48,3801.84,3486.48,3714.2400000000002,3293.7599999999998,3293.7599999999998,3661.68,3293.7599999999998
D4a v4,Dav4/Dasv4 Series,,175.2,156.22,167.9,140.16,140.16,,140.16
D4a v4,Dav4/Dasv4 Series Windows,,309.52,290.54,302.21999999999997,274.48,274.48,,274.48
D4as v4,Dav4/Dasv4 Series,,175.2,156.22,167.9,140.16,140.16,,140.16
D4as v4,Dav4/Dasv4 Series Windows,,309.52,290.54,302.21999999999997,274.48,274.48,,274.48
D4s v3,Dv3/DSv3 Series,192.72,182.5,156.22,175.2,140.16,140.16,170.82000000000002,140.16
D4s v3,Dv3/DSv3 Series Windows,327.04,316.82,290.54,309.52,274.48,274.48,305.14,274.48
D5 v2,Dv2/DSv2 Series,1251.22,921.9899999999999,768.6899999999999,793.51,854.0999999999999,668.6800000000001,815.41,668.6800000000001
D5 v2,Dv2/DSv2 Series Windows,1946.1799999999998,1692.14,1356.3400000000001,1555.6299999999999,1471.68,1366.5600000000002,1471.68,1366.5600000000002
D64 v3,Dv3/DSv3 Series,3083.52,2920,2499.52,2803.2,2242.56,2242.56,2733.1200000000003,2242.56
D64 v3,Dv3/DSv3 Series Windows,5232.64,5069.12,4648.64,4952.32,4391.68,4391.68,4882.24,4391.68
D64a v4,Dav4/Dasv4 Series,,2803.2,2499.52,2686.4,2242.56,2242.56,,2242.56
D64a v4,Dav4/Dasv4 Series Windows,,4952.32,4648.64,4835.5199999999995,4391.68,4391.68,,4391.68
D64as v4,Dav4/Dasv4 Series,,2803.2,2499.52,2686.4,2242.56,2242.56,,2242.56
D64as v4,Dav4/Dasv4 Series Windows,,4952.32,4648.64,4835.5199999999995,4391.68,4391.68,,4391.68
D64s v3,Dv3/DSv3 Series,3083.52,2920,2499.52,2803.2,2242.56,2242.56,2733.1200000000003,2242.56
D64s v3,Dv3/DSv3 Series Windows,5232.64,5069.12,4648.64,4952.32,4391.68,4391.68,4882.24,4391.68
D8 v3,Dv3/DSv3 Series,385.44,365,312.44,350.4,280.32,280.32,341.64000000000004,280.32
D8 v3,Dv3/DSv3 Series Windows,654.08,633.64,581.08,619.04,548.96,548.96,610.28,548.96
D8a v4,Dav4/Dasv4 Series,,350.4,312.44,335.8,280.32,280.32,,280.32
D8a v4,Dav4/Dasv4 Series Windows,,619.04,581.08,604.4399999999999,548.96,548.96,,548.96
D8as v4,Dav4/Dasv4 Series,,350.4,312.44,335.8,280.32,280.32,,280.32
D8as v4,Dav4/Dasv4 Series Windows,,619.04,581.08,604.4399999999999,548.96,548.96,,548.96
D8s v3,Dv3/DSv3 Series,385.44,365,312.44,350.4,280.32,280.32,341.64000000000004,280.32
D8s v3,Dv3/DSv3 Series Windows,654.08,633.64,581.08,619.04,548.96,548.96,610.28,548.96
D96a v4,Dav4/Dasv4 Series Windows,,7428.4800000000005,6972.96,7253.28,6587.5199999999995,6587.5199999999995,,6587.5199999999995
D96a v4,Dav4/Dasv4 Series,,4204.8,3749.28,4029.6,3363.8399999999997,3363.8399999999997,,3363.8399999999997
D96as v4,Dav4/Dasv4 Series Windows,,7428.4800000000005,6972.96,7253.28,6587.5199999999995,6587.5199999999995,,6587.5199999999995
D96as v4,Dav4/Dasv4 Series,,4204.8,3749.28,4029.6,3363.8399999999997,3363.8399999999997,,3363.8399999999997
DC2s,DCS Series,,,,187.61,144.54000000000002,,,
DC2s,DCS Series Windows,,,,221.19,178.12,,,
DC4s,DCS Series,,,,375.22,288.35,,,
DC4s,DCS Series Windows,,,,442.38,355.51,,,
DS1,D/DS Series Windows,135.05,117.53,94.17,108.03999999999999,102.2,94.9,102.2,
DS1,D/DS Series,82.49000000000001,71.54,53.29,61.32,56.21,48.910000000000004,56.21,
DS1 v2,Dv2/DSv2 Series,78.11,57.597,48.034,49.567,53.29,41.61,51.1,41.61
DS1 v2,Dv2/DSv2 Series Windows,121.91000000000001,105.85,84.68,97.09,91.98,85.41000000000001,91.98,85.41000000000001
DS11,D/DS Series Windows,256.96,223.38,177.39,203.67000000000002,192.72,177.39,192.72,
DS11,D/DS Series,176.66,153.29999999999998,140.89000000000001,161.33,140.89000000000001,126.28999999999999,140.89000000000001,
DS11 v2,Dv2/DSv2 Series Windows,256.96,215.35,177.39,203.67000000000002,192.72,177.39,192.72,177.39
DS11 v2,Dv2/DSv2 Series,167.17000000000002,139.43,135.05,138.7,135.05,108.77,135.05,108.77
DS12,D/DS Series Windows,513.1899999999999,446.76,354.78,408.07000000000005,385.44,354.78,385.44,
DS12,D/DS Series,352.59,306.59999999999997,281.78000000000003,322.66,281.78000000000003,253.30999999999997,281.78000000000003,
DS12 v2,Dv2/DSv2 Series Windows,513.92,431.42999999999995,354.78,406.61,385.44,354.78,385.44,354.78
DS12 v2,Dv2/DSv2 Series,335.07,278.86,270.83,276.67,270.83,218.26999999999998,270.1,218.26999999999998
DS13,D/DS Series Windows,1027.1100000000001,893.52,709.56,816.1400000000001,770.88,709.56,770.88,
DS13,D/DS Series,705.18,613.1999999999999,562.83,646.05,562.83,506.61999999999995,562.83,
DS13 v2,Dv2/DSv2 Series Windows,1027.1100000000001,862.8599999999999,709.56,813.22,770.88,709.56,770.88,709.56
DS13 v2,Dv2/DSv2 Series,670.14,558.45,540.93,554.07,540.93,436.53999999999996,540.93,436.53999999999996
DS14,D/DS Series Windows,2054.2200000000003,1786.31,1419.12,1632.2800000000002,1541.0300000000002,1419.12,1541.0300000000002,
DS14,D/DS Series,1410.36,1226.3999999999999,1125.66,1291.37,1125.66,1012.51,1125.66,
DS14 v2,Dv2/DSv2 Series,1339.55,1116.9,1081.86,1108.14,1081.86,873.0799999999999,1081.86,873.0799999999999
DS14 v2,Dv2/DSv2 Series Windows,2054.2200000000003,1724.99,1419.12,1626.44,1541.0300000000002,1419.12,1541.0300000000002,1419.12
DS15 v2,Dv2/DSv2 Series,1674.6200000000001,1395.76,1352.69,1384.81,1352.69,1091.3500000000001,1351.96,1091.3500000000001
DS15 v2,Dv2/DSv2 Series Windows,2568.14,2156.42,1773.9,2033.0500000000002,1926.4699999999998,1773.9,1926.4699999999998,1773.9
DS15i v2,Dv2/DSv2 Series Windows,2568.14,2156.42,1773.9,2033.0500000000002,1926.4699999999998,1773.9,1926.4699999999998,1773.9
DS15i v2,Dv2/DSv2 Series,1674.6200000000001,1395.76,1352.69,1384.81,1352.69,1091.3500000000001,1351.96,1091.3500000000001
DS2,D/DS Series,164.25,143.08,106.58,122.64,112.42,97.82000000000001,112.42,
DS2,D/DS Series Windows,270.1,235.06,188.34,216.81,204.4,189.8,204.4,
DS2 v2,Dv2/DSv2 Series Windows,243.09,211.7,169.36,194.18,183.96,170.82000000000002,183.96,170.82000000000002
DS2 v2,Dv2/DSv2 Series,156.22,115.34,96.36,99.28,106.58,83.22,102.2,83.22
DS3,D/DS Series Windows,540.93,470.12,376.68,432.89,408.8,379.6,408.8,
DS3,D/DS Series,329.23,286.16,213.16,245.28,224.84,195.64000000000001,224.84,
DS3 v2,Dv2/DSv2 Series Windows,486.91,423.4,339.45000000000005,389.09000000000003,367.92,341.64000000000004,367.92,341.64000000000004
DS3 v2,Dv2/DSv2 Series,312.44,230.68,191.99,198.56,213.89,167.17000000000002,203.67000000000002,167.17000000000002
DS4,D/DS Series,658.46,572.32,426.32,490.56,449.68,391.28000000000003,449.68,
DS4,D/DS Series Windows,1081.13,940.24,753.36,866.51,817.6,759.2,817.6,
DS4 v2,Dv2/DSv2 Series Windows,973.0899999999999,846.07,678.1700000000001,778.1800000000001,735.84,683.2800000000001,735.84,683.2800000000001
DS4 v2,Dv2/DSv2 Series,625.61,460.63,384.71000000000004,397.12,427.04999999999995,334.34000000000003,408.07000000000005,334.34000000000003
DS5 v2,Dv2/DSv2 Series,1251.22,921.9899999999999,768.6899999999999,793.51,854.0999999999999,668.6800000000001,815.41,668.6800000000001
DS5 v2,Dv2/DSv2 Series Windows,1946.1799999999998,1692.14,1356.3400000000001,1555.6299999999999,1471.68,1366.5600000000002,1471.68,1366.5600000000002
Dsv3 Type1,DSv3 Series Dedicated Host,3385.0099999999998,3079.14,2749.91,2955.04,2467.4,2467.4,2878.39,2467.4
E16 v3,Ev3/ESv3 Series Windows,1512.56,1471.68,1360.72,1471.68,1273.12,1314,1354.88,1273.12
E16 v3,Ev3/ESv3 Series,975.2800000000001,934.4,823.4399999999999,934.4,735.84,776.72,817.6,735.84
E16a v4,Eav4/Easv4 Series,,887.68,823.4399999999999,887.68,735.84,735.84,,735.84
E16a v4,Eav4/Easv4 Series Windows,,1424.96,1360.72,1424.96,1273.12,1273.12,,1273.12
E16as v4,Eav4/Easv4 Series,,887.68,823.4399999999999,887.68,735.84,735.84,,735.84
E16as v4,Eav4/Easv4 Series Windows,,1424.96,1360.72,1424.96,1273.12,1273.12,,1273.12
E16s v3,Ev3/ESv3 Series Windows,1512.56,1471.68,1360.72,1471.68,1273.12,1314,1354.88,1273.12
E16s v3,Ev3/ESv3 Series,975.2800000000001,934.4,823.4399999999999,934.4,735.84,776.72,817.6,735.84
E2 v3,Ev3/ESv3 Series Windows,189.07,183.96,170.09,183.96,159.14,164.25,175.2,159.14
E2 v3,Ev3/ESv3 Series,121.91000000000001,116.8,102.92999999999999,116.8,91.98,97.09,108.03999999999999,91.98
E20 v3,Ev3/ESv3 Series,1219.1,1168,1029.3,1168,919.8,1065.8,1080.4,919.8
E20 v3,Ev3/ESv3 Series Windows,1890.6999999999998,1839.6,1700.9,1839.6,1591.4,1810.4,1752,1591.4
E20a v4,Eav4/Easv4 Series Windows,,1781.2,1700.9,1781.2,1591.4,1591.4,,1591.4
E20a v4,Eav4/Easv4 Series,,1109.6,1029.3,1109.6,919.8,919.8,,919.8
E20as v4,Eav4/Easv4 Series Windows,,1781.2,1700.9,1781.2,1591.4,1591.4,,1591.4
E20as v4,Eav4/Easv4 Series,,1109.6,1029.3,1109.6,919.8,919.8,,919.8
E20s v3,Ev3/ESv3 Series,1219.1,1168,1029.3,1168,919.8,1065.8,1080.4,919.8
E20s v3,Ev3/ESv3 Series Windows,1890.6999999999998,1839.6,1700.9,1839.6,1591.4,1810.4,1752,1591.4
E2a v4,Eav4/Easv4 Series,,110.96,102.92999999999999,110.96,91.98,91.98,,91.98
E2a v4,Eav4/Easv4 Series Windows,,178.12,170.09,178.12,159.14,159.14,,159.14
E2as v4,Eav4/Easv4 Series,,110.96,102.92999999999999,110.96,91.98,91.98,,91.98
E2as v4,Eav4/Easv4 Series Windows,,178.12,170.09,178.12,159.14,159.14,,159.14
E2s v3,Ev3/ESv3 Series Windows,189.07,183.96,170.09,183.96,159.14,164.25,175.2,159.14
E2s v3,Ev3/ESv3 Series,121.91000000000001,116.8,102.92999999999999,116.8,91.98,97.09,108.03999999999999,91.98
E32 v3,Ev3/ESv3 Series Windows,3025.12,2943.36,2721.44,2943.36,2546.24,2628,2709.76,2546.24
E32 v3,Ev3/ESv3 Series,1950.5600000000002,1868.8,1646.8799999999999,1868.8,1471.68,1553.44,1635.2,1471.68
E32a v4,Eav4/Easv4 Series,,1775.36,1646.8799999999999,1775.36,1471.68,1471.68,,1471.68
E32a v4,Eav4/Easv4 Series Windows,,2849.92,2721.44,2849.92,2546.24,2546.24,,2546.24
E32as v4,Eav4/Easv4 Series,,1775.36,1646.8799999999999,1775.36,1471.68,1471.68,,1471.68
E32as v4,Eav4/Easv4 Series Windows,,2849.92,2721.44,2849.92,2546.24,2546.24,,2546.24
E32s v3,Ev3/ESv3 Series Windows,3025.12,2943.36,2721.44,2943.36,2546.24,2628,2709.76,2546.24
E32s v3,Ev3/ESv3 Series,1950.5600000000002,1868.8,1646.8799999999999,1868.8,1471.68,1553.44,1635.2,1471.68
E4 v3,Ev3/ESv3 Series Windows,378.14,367.92,340.18,367.92,318.28,328.5,350.4,318.28
E4 v3,Ev3/ESv3 Series,243.82000000000002,233.6,205.85999999999999,233.6,183.96,194.18,216.07999999999998,183.96
E48 v3,Ev3/ESv3 Series,2925.84,2803.2,2470.3199999999997,2662.31,2207.52,2207.52,2452.7999999999997,2207.52
E48 v3,Ev3/ESv3 Series Windows,4537.68,4415.04,4082.16,4274.150000000001,3819.36,3819.36,4064.64,3819.36
E48a v4,Eav4/Easv4 Series Windows,,4274.88,4082.16,4274.88,3819.36,3819.36,,3819.36
E48a v4,Eav4/Easv4 Series,,2663.04,2470.3199999999997,2663.04,2207.52,2207.52,,2207.52
E48as v4,Eav4/Easv4 Series Windows,,4274.88,4082.16,4274.88,3819.36,3819.36,,3819.36
E48as v4,Eav4/Easv4 Series,,2663.04,2470.3199999999997,2663.04,2207.52,2207.52,,2207.52
E48s v3,Ev3/ESv3 Series,2925.84,2803.2,2470.3199999999997,2662.31,2207.52,2207.52,2452.7999999999997,2207.52
E48s v3,Ev3/ESv3 Series Windows,4537.68,4415.04,4082.16,4274.150000000001,3819.36,3819.36,4064.64,3819.36
E4a v4,Eav4/Easv4 Series Windows,,356.24,340.18,356.24,318.28,318.28,,318.28
E4a v4,Eav4/Easv4 Series,,221.92,205.85999999999999,221.92,183.96,183.96,,183.96
