SKU,SubCategory,AP East,AP Southeast,EU North,EU West,US East,US East 2,US West,US West 2
Archive GRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,280.32,280.32,218.26999999999998,218.26999999999998,199.29000000000002,189.8,199.29000000000002,189.8
Archive GRS Write Operations,Tiered Block Blob,215.35,215.35,167.9,167.9,153.29999999999998,146,153.29999999999998,146
Archive Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,47.45,47.45,47.45,51.1,47.45,47.45,52.559999999999995,47.45
Archive Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
Archive Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,47.45,47.45,47.45,51.246,47.45,47.45,52.19499999999999,47.45
Archive Iterative Write Operations,General Block Blob v2 Hierarchical Namespace,166.44,113.88,104.38999999999999,113.88,94.9,94.9,104.38999999999999,94.9
Archive Iterative Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,127.74999999999999,87.6,80.3,87.6,73,73,80.3,73
Archive Iterative Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,166.44,113.88,104.38999999999999,113.88,94.9,94.9,104.38999999999999,94.9
Archive LRS Data Stored,General Block Blob v2 Hierarchical Namespace,2.92,2.19,1.46,1.46,1.46,1.46,2.19,1.46
Archive LRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,1.46,1.46,0.7227,1.314,0.7227,1.46,1.46,0.7227
Archive LRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,1.46,1.46,0.7227,1.314,0.7227,1.46,1.46,0.7227
Archive LRS Data Stored,Tiered Block Blob,1.46,1.46,0.7227,1.314,0.7227,1.46,1.46,0.7227
Archive LRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,1.46,1.46,0.7227,1.314,0.7227,1.46,1.46,0.7227
Archive LRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,1.46,1.46,0.7227,1.314,0.7227,1.46,1.46,0.7227
Archive LRS Early Delete,Tiered Block Blob,1.46,1.46,0.7227,1.314,0.7227,1.46,1.46,0.7227
Archive LRS Write Operations,Tiered Block Blob,127.74999999999999,87.6,80.3,87.6,73,73,80.3,73
Archive Other Operations,General Block Blob v2 Hierarchical Namespace,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
Archive Other Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,3.796,3.796,3.796,3.796,3.796,3.796,3.796,3.796
Archive Other Operations,Azure Data Lake Storage Gen2 Flat Namespace,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
Archive Priority Data Retrieval,Tiered Block Blob,56.575,47.45,43.8,47.45,36.5,36.5,47.45,36.5
Archive Priority Read Operations,Tiered Block Blob,28287.5,23725,21900,23725,18250,18250,23725,18250
Archive RA-GRS Data Stored,General Block Blob v2 Hierarchical Namespace,4.38,4.38,2.92,2.92,3.65,2.92,3.65,2.92
Archive RA-GRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,2.92,2.92,2.0367,2.0367,2.1827,2.92,2.1827,2.1827
Archive RA-GRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,2.92,2.92,2.0367,2.0367,2.1827,2.92,2.1827,2.1827
Archive RA-GRS Data Stored,Tiered Block Blob,2.92,2.92,2.0367,2.0367,2.1827,2.92,2.1827,2.1827
Archive RA-GRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,2.92,2.92,2.0367,2.0367,2.1827,2.92,2.1827,2.1827
Archive RA-GRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,2.92,2.92,2.0367,2.0367,2.1827,2.92,2.1827,2.1827
Archive RA-GRS Early Delete,Tiered Block Blob,2.92,2.92,2.0367,2.0367,2.1827,2.92,2.1827,2.1827
Archive Read Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,,,1043.8999999999999,1138.8,949,949,1043.8999999999999,949
Archive Read Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,,,803.0000000000001,876,730,730,803.0000000000001,730
Archive Read Operations,General Block Blob v2 Hierarchical Namespace,8292.8,5694,5219.5,5694,4745,4745,5219.5,4745
Archive Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,6387.5,4380,4015,4380,3650,3650,4015,3650
Archive Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,8292.8,5694,5219.5,5694,4745,4745,5219.5,4745
Archive Read Operations,Tiered Block Blob,6387.5,4380,4015,4380,3650,3650,4015,3650
Archive Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,,,8.03,8.76,7.3,7.3,8.03,7.3
Archive Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,,,10.439,11.388,9.49,9.49,10.439,9.49
Archive Write Operations,General Block Blob v2 Hierarchical Namespace,166.44,113.88,104.38999999999999,113.88,94.9,94.9,104.38999999999999,94.9
Archive Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,166.44,113.88,104.38999999999999,113.88,94.9,94.9,104.38999999999999,94.9
Archive Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,127.74999999999999,87.6,80.3,87.6,73,73,80.3,73
Archive ZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,,,0.9125,1.022,0.9125,0.9125,1.1315,0.9125
Archive ZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,,,0.9125,1.022,0.9125,0.9125,1.1315,0.9125
Archive ZRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,,,1.825,2.044,1.825,1.825,2.263,1.825
Archive ZRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,,,1.825,2.044,1.825,1.825,2.263,1.825
Archive ZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,29.65625,29.65625,29.65625,32.028749999999995,29.65625,29.65625,32.62224,29.65625
Archive ZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,22.8125,22.8125,22.8125,24.637500000000003,22.8125,22.8125,25.093750000000004,22.8125
Archive ZRS Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,,,8.03,8.76,7.3,7.3,8.03,7.3
Archive ZRS Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,,,10.439,11.388,9.49,9.49,10.439,9.49
Archive ZRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,,,40.15,43.8,36.5,36.5,40.15,36.5
Archive ZRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,,,52.19499999999999,56.94,47.45,47.45,52.19499999999999,47.45
Blob Changes,Change Feed,365,365,365,365,365,365,365,365
Class 2 Operations,Queues v2,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
Cool Data Retrieval,General Block Blob v2 Hierarchical Namespace,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Data Retrieval,Azure Data Lake Storage Gen2 Flat Namespace,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Data Retrieval,Azure Data Lake Storage Gen2 Hierarchical Namespace,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Data Retrieval,Files v2,7.3,,,,,,,
Cool Data Retrieval,Tiered Block Blob,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Data Returned for Quick Query,Azure Data Lake Storage Gen2 Flat Namespace,,3.65,3.65,3.65,3.65,4.38,3.65,3.65
Cool Data Returned for Quick Query,Azure Data Lake Storage Gen2 Hierarchical Namespace,,3.65,3.65,3.65,3.65,4.38,3.65,3.65
Cool Data Scanned for Quick Query,Azure Data Lake Storage Gen2 Hierarchical Namespace,,0.9125,0.73,0.8249,0.73,0.8759999999999999,0.8249,0.73
Cool Data Scanned for Quick Query,Azure Data Lake Storage Gen2 Flat Namespace,,0.9125,0.73,0.8249,0.73,0.8759999999999999,0.8249,0.73
Cool GRS Data Stored,General Block Blob v2 Hierarchical Namespace,23.36,23.36,14.6,14.6,24.09,14.6,24.09,14.6
Cool GRS Data Stored,Files v2,35.04,,,,,,,
Cool GRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,23.36,23.36,14.6,14.6,24.381999999999998,14.6,24.381999999999998,14.6
Cool GRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,23.36,23.36,14.6,14.6,24.381999999999998,14.6,24.381999999999998,14.6
Cool GRS Data Stored,Tiered Block Blob,23.36,23.36,14.6,14.6,24.381999999999998,14.6,24.381999999999998,14.6
Cool GRS Data Write,Blob Storage,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
Cool GRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,23.36,23.36,14.6,14.6,24.381999999999998,14.6,24.381999999999998,14.6
Cool GRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,23.36,23.36,14.6,14.6,24.381999999999998,14.6,24.381999999999998,14.6
Cool GRS Early Delete,Files v2,35.04,35.04,21.9,21.9,36.573,21.9,36.573,21.9
Cool GRS Early Delete,General Block Blob v2,23.36,23.36,14.6,14.6,24.381999999999998,14.6,24.381999999999998,14.6
Cool GRS Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Cool GRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Cool GRS Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,78.84,73,73,80.3,73
Cool GRS Iterative Write Operations,General Block Blob v2 Hierarchical Namespace,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8
Cool GRS Iterative Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8
Cool GRS Iterative Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,146,146,146,146,146,146,146,146
Cool GRS List Operations,Files v2,94.9,,,,,,,
Cool GRS Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
Cool GRS Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98
Cool GRS Write Operations,General Block Blob v2 Hierarchical Namespace,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8
Cool GRS Write Operations,Files v2,189.8,,,,,,,
Cool GRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,189.8,189.8,189.8,189.8,189.8,189.8,189.8,189.8
Cool GRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,146,146,146,146,146,146,146,146
Cool GRS Write Operations,Tiered Block Blob,146,146,146,146,146,146,146,146
Cool GZRS Data Stored,General Block Blob v2 Hierarchical Namespace,,33.58,20.44,20.44,30.66,16.06,,16.06
Cool GZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,,16.79,10.22,10.22,15.33,8.248999999999999,,8.248999999999999
Cool GZRS Data Stored,General Block Blob v2,,16.79,10.22,10.22,15.33,8.248999999999999,,8.248999999999999
Cool GZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,,16.79,10.22,10.22,15.33,8.248999999999999,,8.248999999999999
Cool GZRS Write Operations,General Block Blob v2 Hierarchical Namespace,,292,292,292,292,292,,292
Cool GZRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,,146,146,146,146,146,,146
Cool GZRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,,146,146,146,146,146,,146
Cool GZRS Write Operations,General Block Blob v2,,146,146,146,146,146,,146
Cool Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,47.45,47.45,47.45,51.1,47.45,47.45,52.559999999999995,47.45
Cool Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
Cool Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,47.45,47.45,47.45,51.246,47.45,47.45,52.19499999999999,47.45
Cool Iterative Write Operations,General Block Blob v2 Hierarchical Namespace,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9
Cool Iterative Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,73,73,73,73,73
Cool Iterative Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9
Cool LRS Data Stored,General Block Blob v2 Hierarchical Namespace,11.68,11.68,7.3,7.3,10.95,7.3,10.95,7.3
Cool LRS Data Stored,Files v2,17.52,,,,,,,
Cool LRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,11.68,11.68,7.3,7.3,11.096,7.3,11.096,7.3
Cool LRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,11.68,11.68,7.3,7.3,11.096,7.3,11.096,7.3
Cool LRS Data Stored,Tiered Block Blob,11.68,11.68,7.3,7.3,11.096,7.3,11.096,7.3
Cool LRS Data Write,Blob Storage,1.825,1.825,1.825,1.825,1.825,1.825,1.825,1.825
Cool LRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,11.68,11.68,7.3,7.3,11.096,7.3,11.096,7.3
Cool LRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,11.68,11.68,7.3,7.3,11.096,7.3,11.096,7.3
Cool LRS Early Delete,Files v2,17.52,17.52,10.95,10.95,16.644000000000002,10.95,16.644000000000002,10.95
Cool LRS Early Delete,General Block Blob v2,11.68,11.68,7.3,7.3,11.096,7.3,11.096,7.3
Cool LRS List Operations,Files v2,47.45,,,,,,,
Cool LRS Write Operations,Files v2,94.9,,,,,,,
Cool LRS Write Operations,Tiered Block Blob,73,73,73,73,73,73,73,73
Cool Other Operations,General Block Blob v2 Hierarchical Namespace,3.65,3.65,3.65,4.38,3.65,3.65,4.38,3.65
Cool Other Operations,Files v2,3.796,,,,,,,
Cool Other Operations,Azure Data Lake Storage Gen2 Flat Namespace,2.92,2.92,2.92,3.139,2.92,2.92,3.212,2.92
Cool Other Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,3.796,3.796,3.796,4.0807,3.796,3.796,4.1756,3.796
Cool RA-GRS Data Stored,General Block Blob v2 Hierarchical Namespace,29.2,29.2,18.25,18.25,31.389999999999997,18.25,25.55,18.25
Cool RA-GRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,29.2,29.2,18.25,18.25,31.025000000000002,18.25,25.55,18.25
Cool RA-GRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,29.2,29.2,18.25,18.25,31.025000000000002,18.25,25.55,18.25
Cool RA-GRS Data Stored,Tiered Block Blob,29.2,29.2,18.25,18.25,31.025000000000002,18.25,25.55,18.25
Cool RA-GRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,29.2,29.2,18.25,18.25,31.025000000000002,18.25,25.55,18.25
Cool RA-GRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,29.2,29.2,18.25,18.25,31.025000000000002,18.25,25.55,18.25
Cool RA-GRS Early Delete,General Block Blob v2,29.2,29.2,18.25,18.25,31.025000000000002,18.25,25.55,18.25
Cool RA-GZRS Data Stored,General Block Blob v2 Hierarchical Namespace,,26.279999999999998,16.06,17.52,24.82,20.44,,16.06
Cool RA-GZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,,13.139999999999999,8.03,8.76,12.41,10.293,,8.03
Cool RA-GZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,,13.139999999999999,8.03,8.76,12.41,10.293,,8.03
Cool RA-GZRS Data Stored,General Block Blob v2,,13.139999999999999,8.03,8.76,12.41,10.293,,8.03
Cool Read Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
Cool Read Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,1.898,1.898,1.898,1.898,1.898,1.898,1.898,1.898
Cool Read Operations,General Block Blob v2 Hierarchical Namespace,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
Cool Read Operations,Files v2,9.49,,,,,,,
Cool Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
Cool Read Operations,Tiered Block Blob,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
Cool Write Operations,General Block Blob v2 Hierarchical Namespace,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9
Cool Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9
Cool Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,73,73,73,73,73
Cool ZRS Data Retrieval,General Block Blob v2,,7.3,7.3,7.3,7.3,7.3,,7.3
Cool ZRS Data Stored,General Block Blob v2 Hierarchical Namespace,,14.6,9.49,9.49,13.87,9.49,,9.49
Cool ZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,14.6,14.6,9.125,9.563,13.87,9.125,13.87,9.125
Cool ZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,14.6,14.6,9.125,9.563,13.87,9.125,13.87,9.125
Cool ZRS Data Stored,General Block Blob v2,,14.6,9.125,9.563,13.87,9.125,,9.125
Cool ZRS Early Delete,Azure Data Lake Storage Gen2 Hierarchical Namespace,14.6,14.6,9.125,9.563,13.87,9.125,13.87,9.125
Cool ZRS Early Delete,Azure Data Lake Storage Gen2 Flat Namespace,14.6,14.6,9.125,9.563,13.87,9.125,13.87,9.125
Cool ZRS Early Delete,Files v2,21.9,21.9,13.724,14.380999999999998,20.805,13.724,20.805,13.724
Cool ZRS Early Delete,General Block Blob v2,,14.6,9.125,9.563,13.87,9.125,,9.125
Cool ZRS Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,,59.13,59.13,64.24,59.13,59.13,,59.13
Cool ZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,45.625,45.625,45.625,49.275000000000006,45.625,45.625,50.224,45.625
Cool ZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,59.349,59.349,59.349,64.09400000000001,59.349,59.349,65.262,59.349
Cool ZRS Read Operations,General Block Blob v2,,7.3,7.3,7.3,7.3,7.3,,7.3
Cool ZRS Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
Cool ZRS Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Cool ZRS Write Operations,General Block Blob v2 Hierarchical Namespace,,94.9,94.9,94.9,94.9,94.9,,94.9
Cool ZRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9
Cool ZRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,73,73,73,73,73
Cool ZRS Write Operations,General Block Blob v2,,73,73,73,73,73,,73
Data Transfer,Inter-Region Bandwidth,22.63,65.7,14.6,14.6,14.6,14.6,14.6,14.6
Delete Operations,Files v2,,0,0,0,0,0,,0
Delete Operations,Standard Page Blob v2,0,0,0,0,0,0,0,0
Disk Delete Operations,Standard Page Blob v2,0.365,0.365,0.365,0.3942,0.365,0.365,0.4015,0.365
Disk Read Operations,Standard Page Blob v2,0.365,0.365,0.365,0.3942,0.365,0.365,0.4015,0.365
Disk Write Operations,Standard Page Blob v2,0.365,0.365,0.365,0.3942,0.365,0.365,0.4015,0.365
E1 Disks,Standard SSD Managed Disks,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5
E10 Disks,Standard SSD Managed Disks,7008,7008,7008,7008,7008,7008,7008,7008
E15 Disks,Standard SSD Managed Disks,14016,14016,14016,14016,14016,14016,14016,14016
E2 Disks,Standard SSD Managed Disks,219,219,219,219,219,219,219,219
E20 Disks,Standard SSD Managed Disks,28032,28032,28032,28032,28032,28032,28032,28032
E3 Disks,Standard SSD Managed Disks,438,438,438,438,438,438,438,438
E30 Disks,Standard SSD Managed Disks,56064,56064,56064,56064,56064,56064,56064,56064
E4 Disks,Standard SSD Managed Disks,1752,1752,1752,1752,1752,1752,1752,1752
E40 Disks,Standard SSD Managed Disks,112128,112128,112128,112128,112128,112128,112128,112128
E50 Disks,Standard SSD Managed Disks,224256,224256,224256,224256,224256,224256,224256,224256
E6 Disks,Standard SSD Managed Disks,3504,3504,3504,3504,3504,3504,3504,3504
E60 Disks,Standard SSD Managed Disks,448512,448512,448512,448512,448512,448512,448512,448512
E70 Disks,Standard SSD Managed Disks,897024,897024,897024,897024,897024,897024,897024,897024
E80 Disks,Standard SSD Managed Disks,1794048,1794048,1794048,1794048,1794048,1794048,1794048,1794048
Geo-Replication Data transfer,Bandwidth,0,0,0,0,0,0,0,0
Geo-Replication v2 Data transfer,Bandwidth,65.7,65.7,14.6,14.6,14.6,14.6,14.6,14.6
GRS Class 1 Additional IO,Queues v2,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84
GRS Class 1 Operations,Queues v2,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84
GRS Class 2 Additional IO,Queues v2,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84
GRS Data Stored,Standard Page Blob v2,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8
GRS Disk Write Operations,Standard Page Blob v2,0.365,0.365,0.365,0.3942,0.365,0.365,0.4015,0.365
GRS Index Tags,Tiered Block Blob,31.244,31.244,27.375,27.375,25.185000000000002,24.455000000000002,25.185000000000002,24.09
GRS List and Create Container Operations,Tiered Block Blob,73,73,73,78.84,73,73,80.3,73
GRS Metadata,Files v2,50.077999999999996,,,,,,,
GRS Write Additional IO,Standard Page Blob v2,3.4018,3.4018,3.4018,3.6572999999999998,3.4018,3.4018,3.7449,3.4018
GRS Write Operations,Standard Page Blob v2,21.9,21.9,21.9,23.5425,21.9,21.9,24.09,21.9
GZRS Data Stored,Files v2,,49.64,49.64,49.64,49.64,49.275000000000006,,49.275000000000006
GZRS Data Stored,Tables,,,,31.974,31.974,36.938,,
GZRS Data Stored,Queues v2,,,,37.23,37.23,37.011,,
GZRS Data Stored,Standard Page Blob v2,,36.938,36.938,36.938,36.938,36.938,,36.938
GZRS List and Create Container Operations,General Block Blob v2,,82.49000000000001,85.41000000000001,86.14,86.14,82.49000000000001,,82.49000000000001
GZRS List Operations,Files v2,,10.95,10.95,10.95,10.95,10.95,,10.95
GZRS Protocol Operations,Files v2,,1.46,1.46,1.46,1.46,1.095,,1.095
GZRS Read Operations,Files v2,,1.46,1.46,1.46,1.46,1.095,,1.095
GZRS Write Additional IO,Standard Page Blob v2,,1.9125999999999999,1.9125999999999999,2.0513,1.9125999999999999,1.9125999999999999,,1.9125999999999999
GZRS Write Operations,Files v2,,24.82,24.82,24.82,24.82,24.673999999999996,,24.673999999999996
GZRS Write Operations,Standard Page Blob v2,,12.336999999999998,12.336999999999998,13.213000000000001,12.336999999999998,12.336999999999998,,12.336999999999998
